x2	4	[1050510, 1049274, 1047668, 1048682, 1048873, 1048826, 1048311, 1049241, 1046959, 1048551, 1049400, 1049053, 1048355, 1046975, 1048690, 1047848]
x2	5	[1050046, 1049401, 1048937, 1048950, 1048170, 1049266, 1046707, 1050423, 1048971, 1047366, 1048866, 1047573, 1048768, 1048078, 1048979, 1046715]
x2	6	[1048781, 1048016, 1048862, 1048244, 1048065, 1050857, 1049171, 1050606, 1048418, 1048142, 1048227, 1048738, 1048601, 1047936, 1046163, 1048389]
x2	7	[1048218, 1048962, 1049437, 1046884, 1048485, 1048424, 1049275, 1049974, 1047274, 1049271, 1050208, 1048284, 1047725, 1048834, 1048000, 1047961]
x2	8	[1055010, 1043622, 1054415, 1044504, 1053467, 1044142, 1048399, 1047386, 1050336, 1047386, 1048399, 1044142, 1053467, 1044504, 1054415, 1043622]
x2	9	[1048218, 1047961, 1048000, 1048834, 1047725, 1048284, 1050208, 1049271, 1047274, 1049974, 1049275, 1048424, 1048485, 1046884, 1049437, 1048962]
x2	10	[1048781, 1048389, 1046163, 1047936, 1048601, 1048738, 1048227, 1048142, 1048418, 1050606, 1049171, 1050857, 1048065, 1048244, 1048862, 1048016]
x2	11	[1050046, 1046715, 1048979, 1048078, 1048768, 1047573, 1048866, 1047366, 1048971, 1050423, 1046707, 1049266, 1048170, 1048950, 1048937, 1049401]
x2	12	[1050510, 1047848, 1048690, 1046975, 1048355, 1049053, 1049400, 1048551, 1046959, 1049241, 1048311, 1048826, 1048873, 1048682, 1047668, 1049274]
x2	13	[1050202, 1047327, 1048326, 1049535, 1046842, 1049019, 1048630, 1049313, 1048609, 1047270, 1049411, 1048719, 1049854, 1048438, 1048000, 1047721]
x2	14	[1047339, 1047459, 1049656, 1048437, 1047944, 1047069, 1048241, 1048868, 1048815, 1047603, 1049836, 1049442, 1047779, 1049140, 1050090, 1049498]
x2	15	[1048785, 1048274, 1049992, 1048651, 1048729, 1049731, 1048854, 1048363, 1047156, 1049686, 1046185, 1048886, 1048214, 1047744, 1049283, 1048683]
x3	1	[1003455, 1064041, 1096204, 1036120, 1024899, 1034087, 1066527, 1062939, 1001987, 1063003, 1065684, 1036583, 1022553, 1037595, 1097239, 1064300]
x3	2	[1048559, 1049223, 1049383, 1048661, 1047545, 1047932, 1049462, 1047685, 1048631, 1048842, 1047348, 1049365, 1048229, 1048402, 1046837, 1051112]
x3	3	[1049030, 1048893, 1047968, 1047123, 1048655, 1049642, 1048944, 1047952, 1047108, 1050606, 1048575, 1048588, 1047790, 1050081, 1048508, 1047753]
x3	4	[1049483, 1048249, 1047722, 1047988, 1048493, 1048328, 1048371, 1048645, 1047143, 1049211, 1049279, 1049648, 1049649, 1047651, 1049410, 1047946]
x3	5	[1047836, 1050862, 1048228, 1048050, 1047627, 1049357, 1046578, 1048813, 1049036, 1048637, 1047679, 1051942, 1049311, 1046752, 1048533, 1047975]
x3	6	[1047504, 1048531, 1049711, 1046959, 1049748, 1047743, 1050917, 1046816, 1052119, 1045443, 1048381, 1046598, 1051352, 1047616, 1050364, 1047414]
x3	7	[1050471, 1047474, 1047189, 1048141, 1049478, 1048345, 1050653, 1048146, 1048728, 1048071, 1049734, 1047604, 1049520, 1047431, 1049135, 1047096]
x3	8	[1408042, 964833, 1037351, 964504, 1201723, 965701, 990515, 968592, 1182736, 968592, 990515, 965701, 1201723, 964504, 1037351, 964833]
x3	9	[1050471, 1047096, 1049135, 1047431, 1049520, 1047604, 1049734, 1048071, 1048728, 1048146, 1050653, 1048345, 1049478, 1048141, 1047189, 1047474]
x3	10	[1047504, 1047414, 1050364, 1047616, 1051352, 1046598, 1048381, 1045443, 1052119, 1046816, 1050917, 1047743, 1049748, 1046959, 1049711, 1048531]
x3	11	[1047836, 1047975, 1048533, 1046752, 1049311, 1051942, 1047679, 1048637, 1049036, 1048813, 1046578, 1049357, 1047627, 1048050, 1048228, 1050862]
x3	12	[1049483, 1047946, 1049410, 1047651, 1049649, 1049648, 1049279, 1049211, 1047143, 1048645, 1048371, 1048328, 1048493, 1047988, 1047722, 1048249]
x3	13	[1049030, 1047753, 1048508, 1050081, 1047790, 1048588, 1048575, 1050606, 1047108, 1047952, 1048944, 1049642, 1048655, 1047123, 1047968, 1048893]
x3	14	[1048559, 1051112, 1046837, 1048402, 1048229, 1049365, 1047348, 1048842, 1048631, 1047685, 1049462, 1047932, 1047545, 1048661, 1049383, 1049223]
x3	15	[1003455, 1064300, 1097239, 1037595, 1022553, 1036583, 1065684, 1063003, 1001987, 1062939, 1066527, 1034087, 1024899, 1036120, 1096204, 1064041]
x4	1	[1047814, 1048482, 1048160, 1048715, 1047873, 1048424, 1048330, 1047439, 1049578, 1048147, 1050229, 1049507, 1049256, 1048402, 1048208, 1048652]
x4	2	[1050180, 1047742, 1048490, 1048556, 1047588, 1050227, 1046638, 1049498, 1048942, 1049073, 1048429, 1049565, 1048004, 1049654, 1047073, 1047557]
x4	3	[1048460, 1048548, 1048785, 1047917, 1048718, 1048532, 1048606, 1048304, 1048392, 1048953, 1049472, 1048642, 1048495, 1048422, 1049196, 1047774]
x4	4	[1048633, 1046929, 1049762, 1049093, 1049312, 1050058, 1048102, 1047671, 1048649, 1046895, 1048675, 1048267, 1049401, 1048561, 1048690, 1048518]
x4	5	[1048746, 1049593, 1047446, 1048112, 1047350, 1049154, 1048655, 1048792, 1048330, 1048302, 1048813, 1047528, 1048220, 1049345, 1048880, 1049950]
x4	6	[1047630, 1049259, 1048193, 1048256, 1048322, 1048421, 1049450, 1048620, 1047607, 1047441, 1048853, 1048224, 1048488, 1049900, 1048949, 1049603]
x4	7	[1048039, 1048079, 1049037, 1048678, 1047399, 1047830, 1049567, 1048460, 1049524, 1050130, 1047926, 1048507, 1048142, 1047739, 1047858, 1050301]
x4	8	[1048604, 1050453, 1047783, 1048892, 1048704, 1047853, 1047534, 1049200, 1047774, 1049200, 1047534, 1047853, 1048704, 1048892, 1047783, 1050453]
x4	9	[1048039, 1050301, 1047858, 1047739, 1048142, 1048507, 1047926, 1050130, 1049524, 1048460, 1049567, 1047830, 1047399, 1048678, 1049037, 1048079]
x4	10	[1047630, 1049603, 1048949, 1049900, 1048488, 1048224, 1048853, 1047441, 1047607, 1048620, 1049450, 1048421, 1048322, 1048256, 1048193, 1049259]
x4	11	[1048746, 1049950, 1048880, 1049345, 1048220, 1047528, 1048813, 1048302, 1048330, 1048792, 1048655, 1049154, 1047350, 1048112, 1047446, 1049593]
x4	12	[1048633, 1048518, 1048690, 1048561, 1049401, 1048267, 1048675, 1046895, 1048649, 1047671, 1048102, 1050058, 1049312, 1049093, 1049762, 1046929]
x4	13	[1048460, 1047774, 1049196, 1048422, 1048495, 1048642, 1049472, 1048953, 1048392, 1048304, 1048606, 1048532, 1048718, 1047917, 1048785, 1048548]
x4	14	[1050180, 1047557, 1047073, 1049654, 1048004, 1049565, 1048429, 1049073, 1048942, 1049498, 1046638, 1050227, 1047588, 1048556, 1048490, 1047742]
x4	15	[1047814, 1048652, 1048208, 1048402, 1049256, 1049507, 1050229, 1048147, 1049578, 1047439, 1048330, 1048424, 1047873, 1048715, 1048160, 1048482]
Total distribution: [78912468, 78620051, 78744841, 78550348, 78685446, 78458386, 78634911, 78575053, 78840660, 78575053, 78634911, 78458386, 78685446, 78550348, 78744841, 78620051]
