x2	7	[4142, 4131, 4126, 4094, 4105, 4136, 4047, 3991, 4134, 3991, 4047, 4136, 4105, 4094, 4126, 4131]
x2	8	[4480, 3778, 4374, 3808, 4370, 3774, 4424, 3752, 4496, 3752, 4424, 3774, 4370, 3808, 4374, 3778]
x2	9	[4142, 4131, 4126, 4094, 4105, 4136, 4047, 3991, 4134, 3991, 4047, 4136, 4105, 4094, 4126, 4131]
x2	10	[3992, 4091, 4134, 4137, 4078, 4136, 4066, 4100, 4060, 4100, 4066, 4136, 4078, 4137, 4134, 4091]
x2	11	[3906, 4287, 4059, 4034, 4285, 4028, 3775, 4023, 4648, 4023, 3775, 4028, 4285, 4034, 4059, 4287]
x2	12	[4220, 3879, 4346, 3988, 4330, 3712, 4520, 3797, 4172, 3797, 4520, 3712, 4330, 3988, 4346, 3879]
x2	13	[4150, 4080, 4110, 4088, 4043, 4220, 4100, 4076, 3952, 4076, 4100, 4220, 4043, 4088, 4110, 4080]
x2	14	[3834, 4120, 3978, 4340, 4060, 4081, 3980, 4303, 3978, 4303, 3980, 4081, 4060, 4340, 3978, 4120]
x2	15	[3928, 3918, 4452, 4263, 3962, 4130, 3950, 4185, 3888, 4185, 3950, 4130, 3962, 4263, 4452, 3918]
x3	1	[4210, 4174, 4031, 4076, 4092, 4054, 3994, 4212, 4060, 4212, 3994, 4054, 4092, 4076, 4031, 4174]
x3	2	[4180, 4154, 4192, 4000, 4030, 4054, 4186, 4040, 4044, 4040, 4186, 4054, 4030, 4000, 4192, 4154]
x3	3	[4152, 4084, 3999, 3995, 4086, 4110, 4276, 4147, 3990, 4147, 4276, 4110, 4086, 3995, 3999, 4084]
x3	4	[4002, 4102, 3969, 4142, 4187, 4036, 4204, 4020, 4214, 4020, 4204, 4036, 4187, 4142, 3969, 4102]
x3	5	[4146, 4189, 4122, 4145, 4313, 4082, 3968, 3924, 3904, 3924, 3968, 4082, 4313, 4145, 4122, 4189]
x3	6	[4094, 4140, 4143, 3997, 4138, 3998, 4151, 4089, 4130, 4089, 4151, 3998, 4138, 3997, 4143, 4140]
x3	7	[4074, 4220, 4057, 4075, 4106, 4130, 4069, 4091, 3966, 4091, 4069, 4130, 4106, 4075, 4057, 4220]
x3	8	[4084, 3916, 4194, 4110, 4034, 4182, 4228, 3936, 4252, 3936, 4228, 4182, 4034, 4110, 4194, 3916]
x3	9	[4074, 4220, 4057, 4075, 4106, 4130, 4069, 4091, 3966, 4091, 4069, 4130, 4106, 4075, 4057, 4220]
x3	10	[4094, 4140, 4143, 3997, 4138, 3998, 4151, 4089, 4130, 4089, 4151, 3998, 4138, 3997, 4143, 4140]
x3	11	[4146, 4189, 4122, 4145, 4313, 4082, 3968, 3924, 3904, 3924, 3968, 4082, 4313, 4145, 4122, 4189]
x3	12	[4002, 4102, 3969, 4142, 4187, 4036, 4204, 4020, 4214, 4020, 4204, 4036, 4187, 4142, 3969, 4102]
x3	13	[4152, 4084, 3999, 3995, 4086, 4110, 4276, 4147, 3990, 4147, 4276, 4110, 4086, 3995, 3999, 4084]
x3	14	[4180, 4154, 4192, 4000, 4030, 4054, 4186, 4040, 4044, 4040, 4186, 4054, 4030, 4000, 4192, 4154]
x3	15	[4210, 4174, 4031, 4076, 4092, 4054, 3994, 4212, 4060, 4212, 3994, 4054, 4092, 4076, 4031, 4174]
Total distribution: [244960, 246340, 247290, 244654, 246650, 245060, 246442, 244898, 244532, 244898, 246442, 245060, 246650, 244654, 247290, 246340]
